year,month,month_key,product_name,product_group,major_category,minor_category,month_open,health_month_open,life_month_open,include_in_body,managed,description
2022,4,2022-04,플러스원_20년_목적종신,목적종신,종신,목적종신,2.4,0,2.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,4,2022-04,플러스원_20년_일반종신,일반종신,종신,일반종신,0.9,0,0.9,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,5,2022-05,가칭신상품_202205_순수형,순수형,건강,순수형,8.6,8.6,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2022,5,2022-05,더퍼스트_순수형,순수형,건강,순수형,4.6,4.6,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,5,2022-05,플러스원_20년_목적종신,목적종신,종신,목적종신,2.6,0,2.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,5,2022-05,플러스원_20년_일반종신,일반종신,종신,일반종신,0.9,0,0.9,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,6,2022-06,가칭신상품_202206_환급형,환급형,건강,환급형,6.8,6.8,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2022,6,2022-06,더퍼스트_순수형,순수형,건강,순수형,4.8,4.8,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,6,2022-06,플러스원_20년_목적종신,목적종신,종신,목적종신,2.1,0,2.1,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,6,2022-06,플러스원_20년_일반종신,일반종신,종신,일반종신,0.8,0,0.8,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,7,2022-07,가칭신상품_202207_특화형,특화형,건강,특화형,7.3,7.3,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2022,7,2022-07,더퍼스트_순수형,순수형,건강,순수형,5.2,5.2,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,7,2022-07,플러스원_20년_목적종신,목적종신,종신,목적종신,2.4,0,2.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,7,2022-07,플러스원_20년_일반종신,일반종신,종신,일반종신,0.8,0,0.8,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,8,2022-08,가칭신상품_202208_일반종신,일반종신,종신,일반종신,7.6,0,7.6,true,true,월별 1개 신상품. 상품 중분류는 일반종신
2022,8,2022-08,더퍼스트_순수형,순수형,건강,순수형,3.5,3.5,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,8,2022-08,플러스원_20년_목적종신,목적종신,종신,목적종신,2.4,0,2.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,8,2022-08,플러스원_20년_일반종신,일반종신,종신,일반종신,0.9,0,0.9,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,9,2022-09,가칭신상품_202209_순수형,순수형,건강,순수형,8.5,8.5,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2022,9,2022-09,더퍼스트_순수형,순수형,건강,순수형,4.1,4.1,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,9,2022-09,플러스원_20년_목적종신,목적종신,종신,목적종신,2.2,0,2.2,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,9,2022-09,플러스원_20년_일반종신,일반종신,종신,일반종신,0.8,0,0.8,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,10,2022-10,가칭신상품_202210_환급형,환급형,건강,환급형,7.4,7.4,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2022,10,2022-10,더퍼스트_순수형,순수형,건강,순수형,4.8,4.8,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,10,2022-10,플러스원_20년_목적종신,목적종신,종신,목적종신,2.5,0,2.5,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,10,2022-10,플러스원_20년_일반종신,일반종신,종신,일반종신,0.9,0,0.9,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,11,2022-11,가칭신상품_202211_특화형,특화형,건강,특화형,7.9,7.9,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2022,11,2022-11,더퍼스트_순수형,순수형,건강,순수형,5.2,5.2,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,11,2022-11,플러스원_20년_목적종신,목적종신,종신,목적종신,2.7,0,2.7,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,11,2022-11,플러스원_20년_일반종신,일반종신,종신,일반종신,1,0,1,true,true,세부관리 상품. 상품 중분류는 일반종신
2022,12,2022-12,가칭신상품_202212_목적종신,목적종신,종신,목적종신,8.9,0,8.9,true,true,월별 1개 신상품. 상품 중분류는 목적종신
2022,12,2022-12,더퍼스트_순수형,순수형,건강,순수형,5.9,5.9,0,true,true,세부관리 상품. 상품 중분류는 순수형
2022,12,2022-12,플러스원_20년_목적종신,목적종신,종신,목적종신,2.4,0,2.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2022,12,2022-12,플러스원_20년_일반종신,일반종신,종신,일반종신,0.9,0,0.9,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,1,2023-01,가칭신상품_202301_순수형,순수형,건강,순수형,10.4,10.4,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2023,1,2023-01,더퍼스트_순수형,순수형,건강,순수형,7.9,7.9,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,1,2023-01,플러스원_20년_목적종신,목적종신,종신,목적종신,3.8,0,3.8,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,1,2023-01,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,2,2023-02,가칭신상품_202302_환급형,환급형,건강,환급형,10.9,10.9,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2023,2,2023-02,더퍼스트_순수형,순수형,건강,순수형,5.5,5.5,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,2,2023-02,플러스원_20년_목적종신,목적종신,종신,목적종신,3.2,0,3.2,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,2,2023-02,플러스원_20년_일반종신,일반종신,종신,일반종신,1.1,0,1.1,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,3,2023-03,가칭신상품_202303_특화형,특화형,건강,특화형,12.5,12.5,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2023,3,2023-03,더퍼스트_순수형,순수형,건강,순수형,6.4,6.4,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,3,2023-03,플러스원_20년_목적종신,목적종신,종신,목적종신,3.7,0,3.7,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,3,2023-03,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,4,2023-04,가칭신상품_202304_일반종신,일반종신,종신,일반종신,13.7,0,13.7,true,true,월별 1개 신상품. 상품 중분류는 일반종신
2023,4,2023-04,더퍼스트_순수형,순수형,건강,순수형,7.3,7.3,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,4,2023-04,플러스원_20년_목적종신,목적종신,종신,목적종신,4.1,0,4.1,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,4,2023-04,플러스원_20년_일반종신,일반종신,종신,일반종신,1.5,0,1.5,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,5,2023-05,가칭신상품_202305_순수형,순수형,건강,순수형,10.7,10.7,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2023,5,2023-05,더퍼스트_순수형,순수형,건강,순수형,7.5,7.5,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,5,2023-05,플러스원_20년_목적종신,목적종신,종신,목적종신,3.4,0,3.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,5,2023-05,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,6,2023-06,가칭신상품_202306_환급형,환급형,건강,환급형,11.4,11.4,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2023,6,2023-06,더퍼스트_순수형,순수형,건강,순수형,8.1,8.1,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,6,2023-06,플러스원_20년_목적종신,목적종신,종신,목적종신,3.6,0,3.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,6,2023-06,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,7,2023-07,가칭신상품_202307_특화형,특화형,건강,특화형,11.9,11.9,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2023,7,2023-07,더퍼스트_순수형,순수형,건강,순수형,5.6,5.6,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,7,2023-07,플러스원_20년_목적종신,목적종신,종신,목적종신,3.8,0,3.8,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,7,2023-07,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,8,2023-08,가칭신상품_202308_목적종신,목적종신,종신,목적종신,12.5,0,12.5,true,true,월별 1개 신상품. 상품 중분류는 목적종신
2023,8,2023-08,더퍼스트_순수형,순수형,건강,순수형,6.1,6.1,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,8,2023-08,플러스원_20년_목적종신,목적종신,종신,목적종신,3.3,0,3.3,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,8,2023-08,플러스원_20년_일반종신,일반종신,종신,일반종신,1.1,0,1.1,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,9,2023-09,가칭신상품_202309_순수형,순수형,건강,순수형,10.8,10.8,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2023,9,2023-09,더퍼스트_순수형,순수형,건강,순수형,7,7,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,9,2023-09,플러스원_20년_목적종신,목적종신,종신,목적종신,3.7,0,3.7,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,9,2023-09,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,10,2023-10,가칭신상품_202310_환급형,환급형,건강,환급형,12,12,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2023,10,2023-10,더퍼스트_순수형,순수형,건강,순수형,7.9,7.9,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,10,2023-10,플러스원_20년_목적종신,목적종신,종신,목적종신,4.1,0,4.1,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,10,2023-10,플러스원_20년_일반종신,일반종신,종신,일반종신,1.5,0,1.5,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,11,2023-11,가칭신상품_202311_특화형,특화형,건강,특화형,13.1,13.1,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2023,11,2023-11,더퍼스트_순수형,순수형,건강,순수형,8.7,8.7,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,11,2023-11,플러스원_20년_목적종신,목적종신,종신,목적종신,3.6,0,3.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,11,2023-11,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2023,12,2023-12,가칭신상품_202312_일반종신,일반종신,종신,일반종신,14.4,0,14.4,true,true,월별 1개 신상품. 상품 중분류는 일반종신
2023,12,2023-12,더퍼스트_순수형,순수형,건강,순수형,6.3,6.3,0,true,true,세부관리 상품. 상품 중분류는 순수형
2023,12,2023-12,플러스원_20년_목적종신,목적종신,종신,목적종신,4,0,4,true,true,세부관리 상품. 상품 중분류는 목적종신
2023,12,2023-12,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,1,2024-01,가칭신상품_202401_순수형,순수형,건강,순수형,11.5,11.5,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2024,1,2024-01,더퍼스트_순수형,순수형,건강,순수형,5.8,5.8,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,1,2024-01,플러스원_20년_목적종신,목적종신,종신,목적종신,3.4,0,3.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,1,2024-01,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,2,2024-02,가칭신상품_202402_환급형,환급형,건강,환급형,11.7,11.7,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2024,2,2024-02,더퍼스트_순수형,순수형,건강,순수형,6.1,6.1,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,2,2024-02,플러스원_20년_목적종신,목적종신,종신,목적종신,3.5,0,3.5,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,2,2024-02,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,3,2024-03,가칭신상품_202403_특화형,특화형,건강,특화형,13.7,13.7,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2024,3,2024-03,더퍼스트_순수형,순수형,건강,순수형,7.3,7.3,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,3,2024-03,플러스원_20년_목적종신,목적종신,종신,목적종신,4.1,0,4.1,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,3,2024-03,플러스원_20년_일반종신,일반종신,종신,일반종신,1.5,0,1.5,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,4,2024-04,가칭신상품_202404_목적종신,목적종신,종신,목적종신,11.3,0,11.3,true,true,월별 1개 신상품. 상품 중분류는 목적종신
2024,4,2024-04,더퍼스트_순수형,순수형,건강,순수형,7.9,7.9,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,4,2024-04,플러스원_20년_목적종신,목적종신,종신,목적종신,3.6,0,3.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,4,2024-04,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,5,2024-05,가칭신상품_202405_순수형,순수형,건강,순수형,11.9,11.9,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2024,5,2024-05,더퍼스트_순수형,순수형,건강,순수형,8.4,8.4,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,5,2024-05,플러스원_20년_목적종신,목적종신,종신,목적종신,3.8,0,3.8,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,5,2024-05,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,6,2024-06,가칭신상품_202406_환급형,환급형,건강,환급형,12.3,12.3,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2024,6,2024-06,더퍼스트_순수형,순수형,건강,순수형,5.7,5.7,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,6,2024-06,플러스원_20년_목적종신,목적종신,종신,목적종신,3.9,0,3.9,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,6,2024-06,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,7,2024-07,가칭신상품_202407_특화형,특화형,건강,특화형,13.1,13.1,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2024,7,2024-07,더퍼스트_순수형,순수형,건강,순수형,6.4,6.4,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,7,2024-07,플러스원_20년_목적종신,목적종신,종신,목적종신,3.4,0,3.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,7,2024-07,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,8,2024-08,가칭신상품_202408_일반종신,일반종신,종신,일반종신,10.6,0,10.6,true,true,월별 1개 신상품. 상품 중분류는 일반종신
2024,8,2024-08,더퍼스트_순수형,순수형,건강,순수형,6.9,6.9,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,8,2024-08,플러스원_20년_목적종신,목적종신,종신,목적종신,3.6,0,3.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,8,2024-08,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,9,2024-09,가칭신상품_202409_순수형,순수형,건강,순수형,11.7,11.7,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2024,9,2024-09,더퍼스트_순수형,순수형,건강,순수형,7.7,7.7,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,9,2024-09,플러스원_20년_목적종신,목적종신,종신,목적종신,4,0,4,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,9,2024-09,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,10,2024-10,가칭신상품_202410_환급형,환급형,건강,환급형,13.3,13.3,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2024,10,2024-10,더퍼스트_순수형,순수형,건강,순수형,8.8,8.8,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,10,2024-10,플러스원_20년_목적종신,목적종신,종신,목적종신,3.6,0,3.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,10,2024-10,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,11,2024-11,가칭신상품_202411_특화형,특화형,건강,특화형,14.1,14.1,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2024,11,2024-11,더퍼스트_순수형,순수형,건강,순수형,6.2,6.2,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,11,2024-11,플러스원_20년_목적종신,목적종신,종신,목적종신,3.9,0,3.9,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,11,2024-11,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2024,12,2024-12,가칭신상품_202412_목적종신,목적종신,종신,목적종신,12.2,0,12.2,true,true,월별 1개 신상품. 상품 중분류는 목적종신
2024,12,2024-12,더퍼스트_순수형,순수형,건강,순수형,7.2,7.2,0,true,true,세부관리 상품. 상품 중분류는 순수형
2024,12,2024-12,플러스원_20년_목적종신,목적종신,종신,목적종신,4.5,0,4.5,true,true,세부관리 상품. 상품 중분류는 목적종신
2024,12,2024-12,플러스원_20년_일반종신,일반종신,종신,일반종신,1.6,0,1.6,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,1,2025-01,가칭신상품_202501_순수형,순수형,건강,순수형,12.5,12.5,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2025,1,2025-01,더퍼스트_순수형,순수형,건강,순수형,6.4,6.4,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,1,2025-01,플러스원_20년_목적종신,목적종신,종신,목적종신,3.7,0,3.7,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,1,2025-01,플러스원_20년_일반종신,일반종신,종신,일반종신,1.3,0,1.3,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,2,2025-02,가칭신상품_202502_환급형,환급형,건강,환급형,13,13,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2025,2,2025-02,더퍼스트_순수형,순수형,건강,순수형,6.9,6.9,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,2,2025-02,플러스원_20년_목적종신,목적종신,종신,목적종신,3.9,0,3.9,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,2,2025-02,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,3,2025-03,가칭신상품_202503_특화형,특화형,건강,특화형,11.4,11.4,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2025,3,2025-03,더퍼스트_순수형,순수형,건강,순수형,8,8,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,3,2025-03,플러스원_20년_목적종신,목적종신,종신,목적종신,3.6,0,3.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,3,2025-03,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,4,2025-04,가칭신상품_202504_일반종신,일반종신,종신,일반종신,12.6,0,12.6,true,true,월별 1개 신상품. 상품 중분류는 일반종신
2025,4,2025-04,더퍼스트_순수형,순수형,건강,순수형,8.9,8.9,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,4,2025-04,플러스원_20년_목적종신,목적종신,종신,목적종신,4,0,4,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,4,2025-04,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,5,2025-05,가칭신상품_202505_순수형,순수형,건강,순수형,12.9,12.9,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2025,5,2025-05,더퍼스트_순수형,순수형,건강,순수형,6,6,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,5,2025-05,플러스원_20년_목적종신,목적종신,종신,목적종신,4.1,0,4.1,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,5,2025-05,플러스원_20년_일반종신,일반종신,종신,일반종신,1.5,0,1.5,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,6,2025-06,가칭신상품_202506_환급형,환급형,건강,환급형,13.6,13.6,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2025,6,2025-06,더퍼스트_순수형,순수형,건강,순수형,6.6,6.6,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,6,2025-06,플러스원_20년_목적종신,목적종신,종신,목적종신,3.5,0,3.5,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,6,2025-06,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,7,2025-07,가칭신상품_202507_특화형,특화형,건강,특화형,11.1,11.1,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2025,7,2025-07,더퍼스트_순수형,순수형,건강,순수형,7.2,7.2,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,7,2025-07,플러스원_20년_목적종신,목적종신,종신,목적종신,3.8,0,3.8,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,7,2025-07,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,8,2025-08,가칭신상품_202508_목적종신,목적종신,종신,목적종신,11.5,0,11.5,true,true,월별 1개 신상품. 상품 중분류는 목적종신
2025,8,2025-08,더퍼스트_순수형,순수형,건강,순수형,7.6,7.6,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,8,2025-08,플러스원_20년_목적종신,목적종신,종신,목적종신,4,0,4,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,8,2025-08,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,9,2025-09,가칭신상품_202509_순수형,순수형,건강,순수형,13,13,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2025,9,2025-09,더퍼스트_순수형,순수형,건강,순수형,8.6,8.6,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,9,2025-09,플러스원_20년_목적종신,목적종신,종신,목적종신,3.6,0,3.6,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,9,2025-09,플러스원_20년_일반종신,일반종신,종신,일반종신,1.2,0,1.2,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,10,2025-10,가칭신상품_202510_환급형,환급형,건강,환급형,14.3,14.3,0,true,true,월별 1개 신상품. 상품 중분류는 환급형
2025,10,2025-10,더퍼스트_순수형,순수형,건강,순수형,6.3,6.3,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,10,2025-10,플러스원_20년_목적종신,목적종신,종신,목적종신,4,0,4,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,10,2025-10,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,11,2025-11,가칭신상품_202511_특화형,특화형,건강,특화형,12,12,0,true,true,월별 1개 신상품. 상품 중분류는 특화형
2025,11,2025-11,더퍼스트_순수형,순수형,건강,순수형,7.1,7.1,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,11,2025-11,플러스원_20년_목적종신,목적종신,종신,목적종신,4.4,0,4.4,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,11,2025-11,플러스원_20년_일반종신,일반종신,종신,일반종신,1.6,0,1.6,true,true,세부관리 상품. 상품 중분류는 일반종신
2025,12,2025-12,가칭신상품_202512_일반종신,일반종신,종신,일반종신,13.2,0,13.2,true,true,월별 1개 신상품. 상품 중분류는 일반종신
2025,12,2025-12,더퍼스트_순수형,순수형,건강,순수형,8,8,0,true,true,세부관리 상품. 상품 중분류는 순수형
2025,12,2025-12,플러스원_20년_목적종신,목적종신,종신,목적종신,3.9,0,3.9,true,true,세부관리 상품. 상품 중분류는 목적종신
2025,12,2025-12,플러스원_20년_일반종신,일반종신,종신,일반종신,1.4,0,1.4,true,true,세부관리 상품. 상품 중분류는 일반종신
2026,1,2026-01,가칭신상품_202601_순수형,순수형,건강,순수형,14,14,0,true,true,월별 1개 신상품. 상품 중분류는 순수형
2026,1,2026-01,더퍼스트_순수형,순수형,건강,순수형,7.4,7.4,0,true,true,세부관리 상품. 상품 중분류는 순수형
2026,1,2026-01,플러스원_20년_목적종신,목적종신,종신,목적종신,4.2,0,4.2,true,true,세부관리 상품. 상품 중분류는 목적종신
2026,1,2026-01,플러스원_20년_일반종신,일반종신,종신,일반종신,1.5,0,1.5,true,true,세부관리 상품. 상품 중분류는 일반종신
