source_kind,source_name,source_key,year,month,chunk_no,chunk_type,search_text,embedding,embedding_model,embedding_updated_at,source_file_id
summary_row,monthly_summary.csv,2022-11,2022,11,1,summary_row,"2022년 11월 전사 월초 177.6, 건강 63.1, 종신 72.7, 연금 41.8, 시장전체 818.4, M/S 21.7, 판촉비총량 9.2",,,,
summary_row,monthly_summary.csv,2022-12,2022,12,1,summary_row,"2022년 12월 전사 월초 188.2, 건강 67.6, 종신 76.3, 연금 44.3, 시장전체 918, M/S 20.5, 판촉비총량 8",,,,
summary_row,monthly_summary.csv,2023-01,2023,1,1,summary_row,"2023년 1월 전사 월초 234.8, 건강 97.8, 종신 93.9, 연금 43.1, 시장전체 1082, M/S 21.7, 판촉비총량 11.2",,,,
summary_row,monthly_summary.csv,2023-02,2023,2,1,summary_row,"2023년 2월 전사 월초 230.3, 건강 92.1, 종신 95.9, 연금 42.3, 시장전체 1042.1, M/S 22.1, 판촉비총량 11.6",,,,
summary_row,monthly_summary.csv,2023-03,2023,3,1,summary_row,"2023년 3월 전사 월초 246.1, 건강 99.4, 종신 101.5, 연금 45.2, 시장전체 1093.8, M/S 22.5, 판촉비총량 12",,,,
summary_row,monthly_summary.csv,2023-04,2023,4,1,summary_row,"2023년 4월 전사 월초 254.1, 건강 103.7, 종신 103.7, 연금 46.7, 시장전체 1193, M/S 21.3, 판촉비총량 10.8",,,,
summary_row,monthly_summary.csv,2023-05,2023,5,1,summary_row,"2023년 5월 전사 월초 242.7, 건강 100, 종신 98.1, 연금 44.6, 시장전체 1118.4, M/S 21.7, 판촉비총량 11.2",,,,
summary_row,monthly_summary.csv,2023-06,2023,6,1,summary_row,"2023년 6월 전사 월초 240.7, 건강 100.2, 종신 96.3, 연금 44.2, 시장전체 1089.1, M/S 22.1, 판촉비총량 11.6",,,,
summary_row,monthly_summary.csv,2023-07,2023,7,1,summary_row,"2023년 7월 전사 월초 234.5, 건강 93.8, 종신 97.6, 연금 43.1, 시장전체 1042.2, M/S 22.5, 판촉비총량 12",,,,
summary_row,monthly_summary.csv,2023-08,2023,8,1,summary_row,"2023년 8월 전사 월초 232.4, 건강 93.9, 종신 95.8, 연금 42.7, 시장전체 1091.1, M/S 21.3, 판촉비총량 10.8",,,,
summary_row,monthly_summary.csv,2023-09,2023,9,1,summary_row,"2023년 9월 전사 월초 245.1, 건강 100.1, 종신 100, 연금 45, 시장전체 1129.5, M/S 21.7, 판촉비총량 11.2",,,,
summary_row,monthly_summary.csv,2023-10,2023,10,1,summary_row,"2023년 10월 전사 월초 253.4, 건강 104.5, 종신 102.4, 연금 46.5, 시장전체 1146.6, M/S 22.1, 판촉비총량 11.6",,,,
summary_row,monthly_summary.csv,2023-11,2023,11,1,summary_row,"2023년 11월 전사 월초 259, 건강 107.8, 종신 103.6, 연금 47.6, 시장전체 1151.1, M/S 22.5, 판촉비총량 12",,,,
summary_row,monthly_summary.csv,2023-12,2023,12,1,summary_row,"2023년 12월 전사 월초 266.9, 건강 106.8, 종신 111.1, 연금 49, 시장전체 1253.1, M/S 21.3, 판촉비총량 10.8",,,,
summary_row,monthly_summary.csv,2024-01,2024,1,1,summary_row,"2024년 1월 전사 월초 237.6, 건강 113.3, 종신 85.5, 연금 38.8, 시장전체 1056, M/S 22.5, 판촉비총량 11.9",,,,
summary_row,monthly_summary.csv,2024-02,2024,2,1,summary_row,"2024년 2월 전사 월초 226.5, 건강 109, 종신 80.5, 연금 37, 시장전체 989.1, M/S 22.9, 판촉비총량 12.3",,,,
summary_row,monthly_summary.csv,2024-03,2024,3,1,summary_row,"2024년 3월 전사 월초 248.9, 건강 120.8, 종신 87.5, 연금 40.6, 시장전체 1068.2, M/S 23.3, 판촉비총량 12.7",,,,
summary_row,monthly_summary.csv,2024-04,2024,4,1,summary_row,"2024년 4월 전사 월초 249.9, 건강 122.3, 종신 86.8, 연금 40.8, 시장전체 1130.8, M/S 22.1, 판촉비총량 11.5",,,,
summary_row,monthly_summary.csv,2024-05,2024,5,1,summary_row,"2024년 5월 전사 월초 245.5, 건강 121.2, 종신 84.2, 연금 40.1, 시장전체 1091.1, M/S 22.5, 판촉비총량 11.9",,,,
summary_row,monthly_summary.csv,2024-06,2024,6,1,summary_row,"2024년 6월 전사 월초 236.8, 건강 112.9, 종신 85.2, 연금 38.7, 시장전체 1034.1, M/S 22.9, 판촉비총량 12.3",,,,
summary_row,monthly_summary.csv,2024-07,2024,7,1,summary_row,"2024년 7월 전사 월초 237.2, 건강 114.1, 종신 84.4, 연금 38.7, 시장전체 1018, M/S 23.3, 판촉비총량 12.7",,,,
summary_row,monthly_summary.csv,2024-08,2024,8,1,summary_row,"2024년 8월 전사 월초 235.1, 건강 114.1, 종신 82.6, 연금 38.4, 시장전체 1063.8, M/S 22.1, 판촉비총량 11.5",,,,
summary_row,monthly_summary.csv,2024-09,2024,9,1,summary_row,"2024년 9월 전사 월초 241.2, 건강 118.1, 종신 83.7, 연금 39.4, 시장전체 1072, M/S 22.5, 판촉비총량 11.9",,,,
summary_row,monthly_summary.csv,2024-10,2024,10,1,summary_row,"2024년 10월 전사 월초 256.4, 건강 126.6, 종신 87.9, 연금 41.9, 시장전체 1119.7, M/S 22.9, 판촉비총량 12.3",,,,
summary_row,monthly_summary.csv,2024-11,2024,11,1,summary_row,"2024년 11월 전사 월초 254.7, 건강 121.5, 종신 91.6, 연금 41.6, 시장전체 1093.1, M/S 23.3, 판촉비총량 12.7",,,,
summary_row,monthly_summary.csv,2024-12,2024,12,1,summary_row,"2024년 12월 전사 월초 270.1, 건강 130, 종신 96, 연금 44.1, 시장전체 1222.2, M/S 22.1, 판촉비총량 11.5",,,,
summary_row,monthly_summary.csv,2025-01,2025,1,1,summary_row,"2025년 1월 전사 월초 239.2, 건강 121.5, 종신 79.4, 연금 38.3, 시장전체 1026.6, M/S 23.3, 판촉비총량 13",,,,
summary_row,monthly_summary.csv,2025-02,2025,2,1,summary_row,"2025년 2월 전사 월초 234.4, 건강 120.1, 종신 76.8, 연금 37.5, 시장전체 989, M/S 23.7, 판촉비총량 13.4",,,,
summary_row,monthly_summary.csv,2025-03,2025,3,1,summary_row,"2025년 3월 전사 월초 250.6, 건강 129.5, 종신 81, 연금 40.1, 시장전체 1039.8, M/S 24.1, 판촉비총량 13.8",,,,
summary_row,monthly_summary.csv,2025-04,2025,4,1,summary_row,"2025년 4월 전사 월초 258.6, 건강 134.7, 종신 82.5, 연금 41.4, 시장전체 1129.3, M/S 22.9, 판촉비총량 12.6",,,,
summary_row,monthly_summary.csv,2025-05,2025,5,1,summary_row,"2025년 5월 전사 월초 247, 건강 124.5, 종신 83, 연금 39.5, 시장전체 1060.1, M/S 23.3, 판촉비총량 13",,,,
summary_row,monthly_summary.csv,2025-06,2025,6,1,summary_row,"2025년 6월 전사 월초 245.1, 건강 124.6, 종신 81.3, 연금 39.2, 시장전체 1034.2, M/S 23.7, 판촉비총량 13.4",,,,
summary_row,monthly_summary.csv,2025-07,2025,7,1,summary_row,"2025년 7월 전사 월초 245.5, 건강 125.8, 종신 80.4, 연금 39.3, 시장전체 1018.7, M/S 24.1, 판촉비총량 13.8",,,,
summary_row,monthly_summary.csv,2025-08,2025,8,1,summary_row,"2025년 8월 전사 월초 236.7, 건강 122.3, 종신 76.5, 연금 37.9, 시장전체 1033.6, M/S 22.9, 판촉비총량 12.6",,,,
summary_row,monthly_summary.csv,2025-09,2025,9,1,summary_row,"2025년 9월 전사 월초 249.5, 건강 130, 종신 79.6, 연금 39.9, 시장전체 1070.8, M/S 23.3, 판촉비총량 13",,,,
summary_row,monthly_summary.csv,2025-10,2025,10,1,summary_row,"2025년 10월 전사 월초 258, 건강 130, 종신 86.7, 연금 41.3, 시장전체 1088.6, M/S 23.7, 판촉비총량 13.4",,,,
summary_row,monthly_summary.csv,2025-11,2025,11,1,summary_row,"2025년 11월 전사 월초 263.7, 건강 134, 종신 87.5, 연금 42.2, 시장전체 1094.2, M/S 24.1, 판촉비총량 13.8",,,,
summary_row,monthly_summary.csv,2025-12,2025,12,1,summary_row,"2025년 12월 전사 월초 271.8, 건강 139.3, 종신 89, 연금 43.5, 시장전체 1186.9, M/S 22.9, 판촉비총량 12.6",,,,
summary_row,monthly_summary.csv,2026-01,2026,1,1,summary_row,"2026년 1월 전사 월초 250.7, 건강 126.8, 종신 84.6, 연금 39.3, 시장전체 1066.8, M/S 23.5, 판촉비총량 13.4",,,,
summary_row,monthly_summary.csv,2026-02,2026,2,1,summary_row,"2026년 2월 전사 월초 239, 건강 121.9, 종신 79.6, 연금 37.5, 시장전체 1000, M/S 23.9, 판촉비총량 13.8",,,,
summary_row,monthly_summary.csv,2026-03,2026,3,1,summary_row,"2026년 3월 전사 월초 262.7, 건강 135.1, 종신 86.4, 연금 41.2, 시장전체 1055, M/S 24.9, 판촉비총량 14.2",,,,
summary_row,monthly_summary.csv,2026-04,2026,4,1,summary_row,"2026년 4월 전사 월초 263.7, 건강 131.2, 종신 91.1, 연금 41.4, 시장전체 1112.7, M/S 23.7, 판촉비총량 13",,,,
summary_row,monthly_summary.csv,2026-05,2026,5,1,summary_row,"2026년 5월 전사 월초 259, 건강 129.9, 종신 88.5, 연금 40.6, 시장전체 1074.7, M/S 24.1, 판촉비총량 13.4",,,,
event_row,monthly_events.csv,2022-01-거시/사회,2022,1,1,event_row,2022년 1월 거시/사회 / 연초 경기 전망이 보수적으로 바뀌며 상담 전환 속도가 늦어졌다 / 하방 / 중 / 전체,,,,
event_row,monthly_events.csv,2022-02-거시/사회,2022,2,1,event_row,"2022년 2월 거시/사회 / 대외 뉴스가 불안 심리를 키워 신규 문의가 전월보다 줄었다 / 하방 / 중 / FC, GA",,,,
event_row,monthly_events.csv,2022-03-거시/사회,2022,3,1,event_row,2022년 3월 거시/사회 / 소비심리 회복으로 보장성 문의가 완만하게 늘었다 / 상방 / 중 / 건강,,,,
event_row,monthly_events.csv,2022-04-거시/사회,2022,4,1,event_row,2022년 4월 거시/사회 / 가계지출 부담이 커지며 장기 유지형 문의가 뒤로 밀렸다 / 하방 / 중 / 종신,,,,
event_row,monthly_events.csv,2022-05-제도/규제,2022,5,1,event_row,2022년 5월 제도/규제 / 상품 설명 문구 점검이 길어져 GA 채널의 계약 속도가 느려졌다 / 하방 / 중 / GA,,,,
event_row,monthly_events.csv,2022-06-제도/규제,2022,6,1,event_row,2022년 6월 제도/규제 / 서류 기준이 단순화되며 디지털 채널의 마감 속도가 좋아졌다 / 상방 / 약 / 디지털,,,,
event_row,monthly_events.csv,2022-07-제도/규제,2022,7,1,event_row,2022년 7월 제도/규제 / 심사 기준 강화로 고액 건의 최종 확정이 지연되었다 / 하방 / 중 / 종신,,,,
event_row,monthly_events.csv,2022-08-제도/규제,2022,8,1,event_row,2022년 8월 제도/규제 / 절판성 안내가 늘면서 건강형 문의가 단기적으로 튀었다 / 상방 / 중 / 건강,,,,
event_row,monthly_events.csv,2022-09-시장 자금 이동,2022,9,1,event_row,2022년 9월 시장 자금 이동 / 주식시장 강세로 투자 쪽 관심이 커져 보험 탐색이 줄었다 / 하방 / 중 / 연금저축,,,,
event_row,monthly_events.csv,2022-10-시장 자금 이동,2022,10,1,event_row,2022년 10월 시장 자금 이동 / 금리 하락 기대가 커지며 연금형 문의가 늘었다 / 상방 / 중 / 연금저축,,,,
event_row,monthly_events.csv,2022-11-시장 자금 이동,2022,11,1,event_row,2022년 11월 시장 자금 이동 / 예금 선호가 살아나면서 저축성 문의가 반짝 증가했다 / 상방 / 약 / 연금저축,,,,
event_row,monthly_events.csv,2022-12-시장 자금 이동,2022,12,1,event_row,2022년 12월 시장 자금 이동 / 투자형 자산 쏠림이 강해져 보험 상담 우선순위가 낮아졌다 / 하방 / 중 / 전체,,,,
event_row,monthly_events.csv,2023-01-경쟁사 공격,2023,1,1,event_row,2023년 1월 경쟁사 공격 / 경쟁사가 목적종신 중심 리워드를 집중 전개해 종신 유입이 흔들렸다 / 하방 / 강 / 종신,,,,
event_row,monthly_events.csv,2023-02-경쟁사 공격,2023,2,1,event_row,2023년 2월 경쟁사 공격 / 경쟁사가 건강형 온라인 캠페인을 넓혀 디지털 문의를 빼앗았다 / 하방 / 중 / 디지털,,,,
event_row,monthly_events.csv,2023-03-경쟁사 공격,2023,3,1,event_row,2023년 3월 경쟁사 공격 / 경쟁사 교육 일정이 몰리며 GA 채널에서 경쟁사 쏠림이 생겼다 / 하방 / 중 / GA,,,,
event_row,monthly_events.csv,2023-04-경쟁사 공격,2023,4,1,event_row,2023년 4월 경쟁사 공격 / 경쟁사가 고연령 대상 특화 상품을 밀어 시니어 문의가 분산되었다 / 하방 / 중 / 건강,,,,
event_row,monthly_events.csv,2023-05-계절성,2023,5,1,event_row,2023년 5월 계절성 / 설 연휴 전후로 업무일이 짧아져 월초 실적이 눌렸다 / 하방 / 중 / 전체,,,,
event_row,monthly_events.csv,2023-06-계절성,2023,6,1,event_row,2023년 6월 계절성 / 여름 휴가철 영향으로 대면 미팅이 줄어 FC 반응이 약해졌다 / 하방 / 중 / FC,,,,
event_row,monthly_events.csv,2023-07-계절성,2023,7,1,event_row,2023년 7월 계절성 / 연말 마감 집중으로 월말 물량이 예상보다 크게 몰렸다 / 상방 / 강 / 전체,,,,
event_row,monthly_events.csv,2023-08-계절성,2023,8,1,event_row,2023년 8월 계절성 / 세무·정산 일정과 겹쳐 상담 일정이 뒤로 밀렸다 / 하방 / 약 / GA,,,,
event_row,monthly_events.csv,2023-09-내부 운영,2023,9,1,event_row,2023년 9월 내부 운영 / 신상품 안내자료가 바뀌며 건강형 설명 품질이 올라갔다 / 상방 / 중 / 건강,,,,
event_row,monthly_events.csv,2023-10-내부 운영,2023,10,1,event_row,"2023년 10월 내부 운영 / 교육 자료가 늦어져 일부 채널의 첫 반응이 약했다 / 하방 / 중 / FC, GA",,,,
event_row,monthly_events.csv,2023-11-내부 운영,2023,11,1,event_row,2023년 11월 내부 운영 / 판촉비 집행이 앞당겨져 월초 문의가 먼저 늘었다 / 상방 / 중 / 전체,,,,
event_row,monthly_events.csv,2023-12-내부 운영,2023,12,1,event_row,2023년 12월 내부 운영 / 콜백 대응 속도가 빨라져 디지털 전환율이 개선되었다 / 상방 / 약 / 디지털,,,,
event_row,monthly_events.csv,2024-01-채널특이,2024,1,1,event_row,2024년 1월 채널특이 / FC 실적이 점포 단위로 고르게 퍼지며 변동성이 줄었다 / 상방 / 약 / FC,,,,
event_row,monthly_events.csv,2024-02-채널특이,2024,2,1,event_row,2024년 2월 채널특이 / GA의 대형 거래가 한 번에 몰려 월간 흐름이 흔들렸다 / 상방 / 중 / GA,,,,
event_row,monthly_events.csv,2024-03-채널특이,2024,3,1,event_row,2024년 3월 채널특이 / AFC에서 고액 계약이 몇 건 지연되며 마감이 약했다 / 하방 / 중 / AFC,,,,
event_row,monthly_events.csv,2024-04-채널특이,2024,4,1,event_row,2024년 4월 채널특이 / 금융서비스 채널의 연계 상담이 늘어 보조 유입이 커졌다 / 상방 / 약 / 금융서비스,,,,
event_row,monthly_events.csv,2024-05-채널특이,2024,5,1,event_row,"2024년 5월 채널특이 / 디지털에서 저관여 문의가 늘고, 종신 전환은 낮게 유지되었다 / 상방 / 약 / 디지털",,,,
event_row,monthly_events.csv,2024-06-채널특이,2024,6,1,event_row,2024년 6월 채널특이 / 신채널이 특정 상품군 중심으로만 움직여 구성 편차가 커졌다 / 중립 / 약 / 신채널,,,,
event_row,monthly_events.csv,2024-07-거시/사회,2024,7,1,event_row,2024년 7월 거시/사회 / 소비자 물가 부담이 늘어 장기계약 검토가 신중해졌다 / 하방 / 중 / 전체,,,,
event_row,monthly_events.csv,2024-08-시장 자금 이동,2024,8,1,event_row,2024년 8월 시장 자금 이동 / 주가 급등 이후 차익 실현 자금이 일부 보험 상담으로 돌아왔다 / 상방 / 중 / 연금저축,,,,
event_row,monthly_events.csv,2024-09-제도/규제,2024,9,1,event_row,"2024년 9월 제도/규제 / 안내 절차 강화로 첫 상담 후 재접촉 간격이 길어졌다 / 하방 / 중 / FC, GA",,,,
event_row,monthly_events.csv,2024-10-경쟁사 공격,2024,10,1,event_row,2024년 10월 경쟁사 공격 / 경쟁사가 연금성 프로모션을 장기화해 저축성 문의가 분산되었다 / 하방 / 중 / 연금저축,,,,
event_row,monthly_events.csv,2024-11-계절성,2024,11,1,event_row,2024년 11월 계절성 / 입학·이사 시즌이 겹치며 가족형 문의가 소폭 늘었다 / 상방 / 약 / 건강,,,,
event_row,monthly_events.csv,2024-12-계절성,2024,12,1,event_row,2024년 12월 계절성 / 장마철에 외부 이동이 줄어 방문 상담이 감소했다 / 하방 / 약 / FC,,,,
event_row,monthly_events.csv,2025-01-내부 운영,2025,1,1,event_row,2025년 1월 내부 운영 / 현장 보고 주기가 짧아져 월중 중간 점검이 활발해졌다 / 상방 / 약 / 전체,,,,
event_row,monthly_events.csv,2025-02-내부 운영,2025,2,1,event_row,2025년 2월 내부 운영 / 상품 설명 스크립트가 간소화되어 상담 소요 시간이 줄었다 / 상방 / 약 / 전체,,,,
event_row,monthly_events.csv,2025-03-거시/사회,2025,3,1,event_row,2025년 3월 거시/사회 / 소득 전망이 불안해지며 신규 계약보다 유지 상담이 많아졌다 / 하방 / 중 / 종신,,,,
event_row,monthly_events.csv,2025-04-시장 자금 이동,2025,4,1,event_row,2025년 4월 시장 자금 이동 / 배당 기대가 높아지며 보험보다 금융상품 비교가 늘었다 / 하방 / 중 / 연금저축,,,,
event_row,monthly_events.csv,2025-05-경쟁사 공격,2025,5,1,event_row,2025년 5월 경쟁사 공격 / 경쟁사가 건강형 신상품을 내세워 초회 문의를 빠르게 흡수했다 / 하방 / 중 / 건강,,,,
event_row,monthly_events.csv,2025-06-경쟁사 공격,2025,6,1,event_row,2025년 6월 경쟁사 공격 / 경쟁사의 오프라인 설명회가 늘어 종신형 문의가 쏠렸다 / 하방 / 중 / 종신,,,,
event_row,monthly_events.csv,2025-07-채널특이,2025,7,1,event_row,2025년 7월 채널특이 / 금융서비스 채널의 연계 자산 고객이 늘어 보완 판매가 쉬워졌다 / 상방 / 약 / 금융서비스,,,,
event_row,monthly_events.csv,2025-08-채널특이,2025,8,1,event_row,2025년 8월 채널특이 / AFC에서 고액 유지고객 상담이 몰려 평균 계약 규모가 커졌다 / 상방 / 중 / AFC,,,,
event_row,monthly_events.csv,2025-09-채널특이,2025,9,1,event_row,2025년 9월 채널특이 / 신채널이 특정 월에만 강하게 움직여 흐름이 들쭉날쭉했다 / 중립 / 약 / 신채널,,,,
event_row,monthly_events.csv,2025-10-제도/규제,2025,10,1,event_row,2025년 10월 제도/규제 / 사전고지 강화로 신규 문의는 줄었지만 품질은 좋아졌다 / 하방 / 약 / 전체,,,,
event_row,monthly_events.csv,2025-11-거시/사회,2025,11,1,event_row,2025년 11월 거시/사회 / 가계의 불확실성이 커져 설계 상담이 보수적으로 바뀌었다 / 하방 / 중 / 전체,,,,
event_row,monthly_events.csv,2025-12-내부 운영,2025,12,1,event_row,2025년 12월 내부 운영 / 월말 마감 독려 메시지가 늘어 후반부 실적이 올라갔다 / 상방 / 중 / 전체,,,,
event_row,monthly_events.csv,2026-01-내부 운영,2026,1,1,event_row,2026년 1월 내부 운영 / 교육과 점검이 동시에 진행돼 월중 리듬이 흔들렸다 / 하방 / 약 / 전체,,,,
event_row,monthly_events.csv,2026-02-계절성,2026,2,1,event_row,2026년 2월 계절성 / 명절 직전 선물성 문의가 늘어 단기 상담이 증가했다 / 상방 / 약 / 건강,,,,
event_row,monthly_events.csv,2026-03-계절성,2026,3,1,event_row,2026년 3월 계절성 / 명절 직후 휴식 영향으로 초반 유입이 잠시 줄었다 / 하방 / 약 / 전체,,,,
event_row,monthly_events.csv,2026-04-시장 자금 이동,2026,4,1,event_row,2026년 4월 시장 자금 이동 / 안전자산 선호가 강해지며 보험성 검토가 소폭 늘었다 / 상방 / 약 / 종신,,,,
event_row,monthly_events.csv,2026-05-제도/규제,2026,5,1,event_row,2026년 5월 제도/규제 / GA 1200%룰 도래에 따른 13차월 이연 시책 경쟁으로 당사 유입물량이 약해졌다 / 하방 / 강 / 전체,,,,
product_row,special_products.csv,2022-01-가칭신상품_202201_순수형,2022,1,1,product_row,2022년 1월 가칭신상품_202201_순수형 순수형 건강 순수형 8.1,,,,
product_row,special_products.csv,2022-01-더퍼스트_순수형,2022,1,1,product_row,2022년 1월 더퍼스트_순수형 순수형 건강 순수형 4.7,,,,
product_row,special_products.csv,2022-01-플러스원_20년_목적종신,2022,1,1,product_row,2022년 1월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.3,,,,
product_row,special_products.csv,2022-01-플러스원_20년_일반종신,2022,1,1,product_row,2022년 1월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.8,,,,
product_row,special_products.csv,2022-02-가칭신상품_202202_환급형,2022,2,1,product_row,2022년 2월 가칭신상품_202202_환급형 환급형 건강 환급형 6.5,,,,
product_row,special_products.csv,2022-02-더퍼스트_순수형,2022,2,1,product_row,2022년 2월 더퍼스트_순수형 순수형 건강 순수형 4.9,,,,
product_row,special_products.csv,2022-02-플러스원_20년_목적종신,2022,2,1,product_row,2022년 2월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.4,,,,
product_row,special_products.csv,2022-02-플러스원_20년_일반종신,2022,2,1,product_row,2022년 2월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.9,,,,
product_row,special_products.csv,2022-03-가칭신상품_202203_특화형,2022,3,1,product_row,2022년 3월 가칭신상품_202203_특화형 특화형 건강 특화형 7.7,,,,
product_row,special_products.csv,2022-03-더퍼스트_순수형,2022,3,1,product_row,2022년 3월 더퍼스트_순수형 순수형 건강 순수형 3.8,,,,
product_row,special_products.csv,2022-03-플러스원_20년_목적종신,2022,3,1,product_row,2022년 3월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.3,,,,
product_row,special_products.csv,2022-03-플러스원_20년_일반종신,2022,3,1,product_row,2022년 3월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.8,,,,
product_row,special_products.csv,2022-04-가칭신상품_202204_목적종신,2022,4,1,product_row,2022년 4월 가칭신상품_202204_목적종신 목적종신 종신 목적종신 8.3,,,,
product_row,special_products.csv,2022-04-더퍼스트_순수형,2022,4,1,product_row,2022년 4월 더퍼스트_순수형 순수형 건강 순수형 4.3,,,,
product_row,special_products.csv,2022-04-플러스원_20년_목적종신,2022,4,1,product_row,2022년 4월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.4,,,,
product_row,special_products.csv,2022-04-플러스원_20년_일반종신,2022,4,1,product_row,2022년 4월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.9,,,,
product_row,special_products.csv,2022-05-가칭신상품_202205_순수형,2022,5,1,product_row,2022년 5월 가칭신상품_202205_순수형 순수형 건강 순수형 8.6,,,,
product_row,special_products.csv,2022-05-더퍼스트_순수형,2022,5,1,product_row,2022년 5월 더퍼스트_순수형 순수형 건강 순수형 4.6,,,,
product_row,special_products.csv,2022-05-플러스원_20년_목적종신,2022,5,1,product_row,2022년 5월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.6,,,,
product_row,special_products.csv,2022-05-플러스원_20년_일반종신,2022,5,1,product_row,2022년 5월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.9,,,,
product_row,special_products.csv,2022-06-가칭신상품_202206_환급형,2022,6,1,product_row,2022년 6월 가칭신상품_202206_환급형 환급형 건강 환급형 6.8,,,,
product_row,special_products.csv,2022-06-더퍼스트_순수형,2022,6,1,product_row,2022년 6월 더퍼스트_순수형 순수형 건강 순수형 4.8,,,,
product_row,special_products.csv,2022-06-플러스원_20년_목적종신,2022,6,1,product_row,2022년 6월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.1,,,,
product_row,special_products.csv,2022-06-플러스원_20년_일반종신,2022,6,1,product_row,2022년 6월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.8,,,,
product_row,special_products.csv,2022-07-가칭신상품_202207_특화형,2022,7,1,product_row,2022년 7월 가칭신상품_202207_특화형 특화형 건강 특화형 7.3,,,,
product_row,special_products.csv,2022-07-더퍼스트_순수형,2022,7,1,product_row,2022년 7월 더퍼스트_순수형 순수형 건강 순수형 5.2,,,,
product_row,special_products.csv,2022-07-플러스원_20년_목적종신,2022,7,1,product_row,2022년 7월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.4,,,,
product_row,special_products.csv,2022-07-플러스원_20년_일반종신,2022,7,1,product_row,2022년 7월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.8,,,,
product_row,special_products.csv,2022-08-가칭신상품_202208_일반종신,2022,8,1,product_row,2022년 8월 가칭신상품_202208_일반종신 일반종신 종신 일반종신 7.6,,,,
product_row,special_products.csv,2022-08-더퍼스트_순수형,2022,8,1,product_row,2022년 8월 더퍼스트_순수형 순수형 건강 순수형 3.5,,,,
product_row,special_products.csv,2022-08-플러스원_20년_목적종신,2022,8,1,product_row,2022년 8월 플러스원_20년_목적종신 목적종신 종신 목적종신 2.4,,,,
product_row,special_products.csv,2022-08-플러스원_20년_일반종신,2022,8,1,product_row,2022년 8월 플러스원_20년_일반종신 일반종신 종신 일반종신 0.9,,,,
product_row,special_products.csv,2022-09-가칭신상품_202209_순수형,2022,9,1,product_row,2022년 9월 가칭신상품_202209_순수형 순수형 건강 순수형 8.5,,,,
product_row,special_products.csv,2022-09-더퍼스트_순수형,2022,9,1,product_row,2022년 9월 더퍼스트_순수형 순수형 건강 순수형 4.1,,,,
